Contrato;ProcessoContrato;AssinaturaContrato;ObjetoContrato;FavorecidoContrato;CPF/CNPJContrato;SituaçãoContrato;ValorContrato
000073/2020;001257/2020;13/03/2020;Contratacao de empresa , atraves de adesao de ata de registro de pecos nº 014-2019 oriunda do pregao eletronico nº 03-2019(SRP) realizado pela Secretaria de Estado da Agrilcultura, Abastecimento, Aquicultura e Pesca - SEAG-ES, conforme documentacoes acost;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA;16.701.716/0001-56;TERMINO DE PRAZO;49047,61
000072/2020;004278/2019;11/03/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE RECARGA DE TONERS E CARTUCHOS DE EQUIPAMENTOS PERTENCENTES A ESTA PREFEITURA;Jose Osvaldo Lopes MEI;12.432.925/0001-90;Vigente;1098
000071/2020;004278/2019;11/03/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE RECARGA DE TONERS E CARTUCHOS DE EQUIPAMENTOS PERTENCENTES A ESTA PREFEITURA;A P Moreira Informatica;30.207.017/0001-85;Vigente;603
000070/2020;005686/2019;11/03/2020;Contratacao de empresa especializada na prestacao de servicos de consultoria na area de Elaboracao de projetos tecnicos e captacao de recursos Estaduais e Federais, mantendo assim a busca e captacao de recursos e convenios.;Progetto Convenios e Treinamento LTDA - ME;16.877.973/0001-43;Vigente;76000
000069/2020;005560/2019;11/03/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONFECCAO DE PROTESES ODONTOLOGICAS.;Dayana Albani Jordaim Lab de Protese Dentaria - ME;17.962.347/0001-18;Vigente;60000
000068/2020;000054/2020;09/03/2020;O presente instrumento tem por objeto ratear as despesas do CONSORCIO entre os CONSORCIADOS nos termos do art. 8º da Lei n.º 11.107/05, do Contrato de Consorcio Publico e de seu Estatuto, com base na Resolucao Orcamentaria aprovada pela Assembleia Geral,;Consorcio Caparao ES;03.353.387/0001-58;Vigente;26306,56
000067/2020;000057/2020;09/03/2020;O presente instrumento tem por objeto ratear as despesas do CONSORCIO entre os CONSORCIADOS nos termos do art. 8º da Lei n.º 11.107/05, do Contrato de Consorcio Publico e de seu Estatuto, com base na Resolucao Orcamentaria aprovada pela Assembleia Geral,;Consorcio Caparao ES;03.353.387/0001-58;Vigente;44000
000066/2020;000806/2019;09/03/2020;AQUISICAO DE ARES CONDICIONADOS E VENTILADORES PARA INSTALACAO NAS SECRETARIAS MUNICIPAIS E SUAS DEPENDENCIAS.;Top One Thousand Comercio Eireli EPP;24.207.900/0001-72;Vigente;6675
000065/2020;004608/2019;05/03/2020;CONTRATACAO DE EMPRESA PARA FORNECIMENTO ESTIMADO DE COMBUSTIVEL OBJETIVANDO ABASTECIMENTO DOS VEICULOS PERTENCENTES A ESTA MUNICIPALIDADE;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;131981,8
000064/2020;006067/2019;05/03/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS COM FORNECIMENTO DE PECAS EM GERAL E SERVICOS DESERTOS OU FRACASSADOS NAS LICITACOES ANTERIORES, VISANDO ASSIM A MANUTENCAO E A CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNIC;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;Vigente;7676,66
000063/2020;005682/2019;05/03/2020;CONTRATACAO DE SERVICOS DE DIVULGACAO EM CARRO DE SOM, BEM COMO GRAVACAO DO INFORMATIVO OU PROPAGANDA PARA DIVULGACAO DAS ACOES DESENVOLVIDAS PELAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES;Jose Francisco Candido da Costa;17.469.506/0001-47;Vigente;2900
000062/2020;000490/2019;05/03/2020;AQUISICAO DE GENEROS ALIMENTICIOS PERECIVEIS E NAO PERECIVEIS, PARA EXECUCAO DO PROGRAMA DE ALIMENTACAO ESCOLAR, BEM COMO PARA ATENDIMENTO DA CASA DE PASSAGEM E DEMAIS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;Sebastiao Marques da Silva e CIA EPP;30.780.191/0001-12;Vigente;12424,8
000061/2020;001118/2019;03/03/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SEGURO EM VEICULOS PERTENCENTES AS SECRETARIAS MUNICIPAIS;Gente Seguradora S/A;90.180.605/0001-02;Vigente;495
000060/2020;005421/2018;02/03/2020;CONTRATACAO DE EMPRESAS ESPECIALIZADAS EM LOCACOES EM GERAL E ELABORACAO DE VIDEOS INSTITUCIONAIS TURISTICOS, PARA REALIZACOES DOS FESTEJOS DO MUNICIPIO;Exata Eventos LTDA EPP;13.318.058/0003-91;Vigente;38530
000059/2020;005028/2018;02/03/2020;AQUISICAO DE EQUIPAMENTOS DE INFORMATICA PARA ATENDIMENTO DAS DEMANDAS DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES;Backup 2 Informatica Ltda ME;12.253.230/0001-41;Vigente;1340
000058/2020;005028/2018;02/03/2020;AQUISICAO DE EQUIPAMENTOS DE INFORMATICA PARA ATENDIMENTO DAS DEMANDAS DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES;A P Moreira Informatica;30.207.017/0001-85;TERMINO DE PRAZO;4239
000057/2020;000356/2020;28/02/2020;Contratacao de empresa, atraves de adesao de ata de registro de precos nº 10-2020, oriunda do pregao eletronico nº 09-2020 (SRP) realizado pela Secretaria de Estado de Agricultura, Abastecimento, Aquicultura e Pesca - SEAG-ES, conforme documentacoes acost;Valence Maquinas e Equipamentos Ltda;08.250.241/0007-96;Vigente;598500
000056/2020;000897/2020;28/02/2020;Contratacao de empresa, atraves de adesao de ata e registro de precos nº 49-2019, oriunda do Pregao Eletronico (SRP) realizado pela Secretaria de Estado de Agricultura, Abastecimento, Aquicultura e Pesca - SEAG-ES, conforme documentacoees acostadas em ane;Kohler Implementos Agricola Eireli;92.264.472/0001-70;Vigente;19200
000055/2020;006067/2019;27/02/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS COM FORNECIMENTO DE PECAS EM GERAL E SERVICOS DESERTOS OU FRACASSADOS NAS LICITACOES ANTERIORES, VISANDO ASSIM A MANUTENCAO E A CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNIC;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;Vigente;4300
000054/2020;000631/2020;27/02/2020;Contratacao de empresa para aquisicao e material medico e hospitalar para atendimento do Fundo Municipal de Saude em suas atividades com a populacao.;Hospidrogas Comercio de Produtos Hospitalares Ltda;35.997.345/0001-46;TERMINO DE PRAZO;6180
000053/2020;000631/2020;27/02/2020;Contratacao de empresa para aquisicao e material medico e hospitalar para atendimento do Fundo Municipal de Saude em suas atividades com a populacao.;D'Mais Saude Medicamentos e PerfumariasLtda;35.299.027/0001-01;TERMINO DE PRAZO;6696
000052/2020;005028/2018;27/02/2020;AQUISICAO DE EQUIPAMENTOS DE INFORMATICA PARA ATENDIMENTO DAS DEMANDAS DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES;A P Moreira Informatica;30.207.017/0001-85;Vigente;12717
000051/2020;005028/2018;27/02/2020;AQUISICAO DE EQUIPAMENTOS DE INFORMATICA PARA ATENDIMENTO DAS DEMANDAS DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES;Backup 2 Informatica Ltda ME;12.253.230/0001-41;TERMINO DE PRAZO;2680
000050/2020;000818/2020;20/02/2020;Contratacao de empresa, atraves de adesao de ata de registro de precos nº 005E-2020, oriunda do pregao presencial nº 27/2019 (SRP) realizado pela Prefeitura Municipal de Piuma-ES, conforme documentacoes acostadas em anexo pela Secretaria Solicitante , obj;Longhitron LTDA ME;14.602.258/0001-72;Vigente;128806
000049/2020;003178/2019;19/02/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS EM GERAL E DE MANUTENCAO E CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNICIPIO;H.P Meneguitte Peres- Tornearia- Me;25.970.824/0001-15;Vigente;20930
000048/2020;000636/2020;19/02/2020;Contratacao de show  musical artistico om o cantor Donato Santana para apresentacao no dia 25 de fevereiro, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 22 e 25 de fevereiro de 2020.;Potencia Comercio e Empreendimentos Artisticos;03.779.834/0001-35;TERMINO DE PRAZO;10500
000047/2020;000644/2020;19/02/2020;Contratacao de show musical artistico com o cantor Carlos Eduardo Magalhaes e Banda, para apresentacao no dia 22 de fevereiro, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 22 a 25 de fevereiro de 2020.;Jose Carlos Fontes Magalhaes 08490636630;21.617.696/0001-70;TERMINO DE PRAZO;9500
000046/2020;000762/2020;19/02/2020;Contratacao de show musical artistico com o cantor Barrozinho para apresentacao no dia 23 de fevereiro, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 22 a 25 de fevereiro de 2020.;Elizangela Conceicao da Silva 09715903703;26.397.709/0001-66;TERMINO DE PRAZO;12000
000045/2020;000643/2020;19/02/2020;Contratacao de show musical artistico om a dupla Erick e Eduardo para apresentacao no dia 24 de fevereiro, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 22 a 25 de fevereiro de 2020.;Thierrison de Assis dos Santos 15446153707;33.299.374/0001-09;TERMINO DE PRAZO;12000
000044/2020;004635/2019;18/02/2020;CONTRATACAO DE EMPRESA DE RADIOFUSAO, PARA PRESTACAO DE SERVICO DE INSERCOES DE 30 SEGUNDOS CADA, OBJETIVANDO A REALIZACAO DE DIVULGACOES DE ACOES, EVENTOS OU ATOS DA MUNICIPALIDADE.;Radio Cultura de Castelo FM LTDA;32.485.468/0001-00;Vigente;25008
000043/2020;003178/2019;18/02/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS EM GERAL E DE MANUTENCAO E CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNICIPIO;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;Vigente;3905
000042/2020;005421/2018;18/02/2020;CONTRATACAO DE EMPRESAS ESPECIALIZADAS EM LOCACOES EM GERAL E ELABORACAO DE VIDEOS INSTITUCIONAIS TURISTICOS, PARA REALIZACOES DOS FESTEJOS DO MUNICIPIO;Exata Eventos LTDA EPP;13.318.058/0003-91;TERMINO DE PRAZO;3360
000041/2020;002674/2019;11/02/2020;Contratacao de empresa, atraves de processo de adesao a ata de registro de precos nº 244-219, oriunda do pregao eletronico nº 21-2019, da Prefeitura Municipal de Campo NOvo do Parecis - MT, por virtude da necessidade de instacao de 05 playgrounds, sendo 0;B e B Playgrounds Ind. e Com. de Brinquedos Eireli;32.163.902/0001-35;TERMINO DE PRAZO;103165
000040/2020;006211/2019;31/01/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA EM PUBLICACAO EM JORNAL  DIARIO DE GRANDE CIRCULACAO NO ESTADO PARA ATENDER AS ATIVIDADES DAS SECRETARIAS MUNICIPAIS;Metro Jornal Espirito Santo LTDA;18.939.525/0001-52;Vigente;39240
000039/2020;006211/2019;30/01/2020;CONTRATACAO DE EMPRESA ESPECIALIZADA EM PUBLICACAO EM JORNAL  DIARIO DE GRANDE CIRCULACAO NO ESTADO PARA ATENDER AS ATIVIDADES DAS SECRETARIAS MUNICIPAIS;Metro Jornal Espirito Santo LTDA;18.939.525/0001-52;Vigente;4050
000038/2020;005520/2018;30/01/2020;AQUISICAO ESTIMADA DE GENEROS ALIMENTICIOS PARA CONFECCAO DE LANCHES, VISANDO ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;Premium Comercio e Servicos Ltda EPP;97.530.106/0001-39;Vigente;20244,5
000037/2020;005751/2019;29/01/2020;Contratacao de empresa para realizacao de servicos de afericao em tacografo nos veiculos destinados ao transporte escolar para o exercicio de 2020.;Tacografo Cachoeiro - Posto de E. Metrologico Ltda;23.557.688/0001-00;Vigente;3823,04
000036/2020;000383/2020;29/01/2020;Contratacao de empresa para locacao de equipamento, tipo impressora-copiadora, para manutencao das atividades dos Setores de Compras, Licitacoes e Contratos, objetivando a continuidade dos servicos da SEMGECOL;ATO SOLUCOES EM IMPRESSAO LTDA-ME;06.229.857/0001-64;Vigente;2160
000035/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Jose Carlos de Oliveira Silva;***.375.847-**;Vigente;5849,6
000034/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Maria Luiza Catein da Silva;***.953.547-**;Vigente;8324,4
000033/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Jonas dos Santos Oliveira Catem;***.279.077-**;Vigente;11048,4
000032/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Edilson Ferreira da Silva;***.520.157-**;TERMINO DE PRAZO;5162
000031/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Augusto Josino de Almeida Pereira;***.550.677-**;Vigente;2061
000030/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Gerci Zucoloto;***.400.577-**;Vigente;3731,6
000029/2020;005648/2019;29/01/2020;AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR, NO PRIMEIRO SEMESTRE DE 2020;Ailton de Souza Jorge;***.759.797-**;Vigente;8661
000028/2020;000373/2020;28/01/2020;Aquisicao de po de cafe da Agricultura Familiar, para atendimento das secretarias municipais, no periodo de 12 meses, via programa de alimentos   PAA;Estevao Mauri;***.099.797-**;Vigente;8374,34
000027/2020;003178/2019;28/01/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS EM GERAL E DE MANUTENCAO E CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;Vigente;349
000026/2020;000806/2019;28/01/2020;AQUISICAO DE ARES CONDICIONADOS E VENTILADORES PARA INSTALACAO NAS SECRETARIAS MUNICIPAIS E SUAS DEPENDENCIAS.;Iuri Coelho Serafini - ME;20.938.594/0001-93;TERMINO DE PRAZO;2794
000025/2020;000806/2019;28/01/2020;AQUISICAO DE ARES CONDICIONADOS E VENTILADORES PARA INSTALACAO NAS SECRETARIAS MUNICIPAIS E SUAS DEPENDENCIAS.;Top One Thousand Comercio Eireli EPP;24.207.900/0001-72;TERMINO DE PRAZO;4450
000024/2020;000806/2019;28/01/2020;AQUISICAO DE ARES CONDICIONADOS E VENTILADORES PARA INSTALACAO NAS SECRETARIAS MUNICIPAIS E SUAS DEPENDENCIAS.;C L Costa Comercio e Servicos LTDA ME;17.884.676/0001-98;Vigente;7750
000023/2020;003707/2019;28/01/2020;AQUISICAO DE MOBILIARIO, EQUIPAMENTOS ELETRODOMESTICOS E DE INFORMATICA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;Top One Thousand Comercio Eireli EPP;24.207.900/0001-72;Vigente;6246
000022/2020;003707/2019;28/01/2020;AQUISICAO DE MOBILIARIO, EQUIPAMENTOS ELETRODOMESTICOS E DE INFORMATICA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;C L Costa Comercio e Servicos LTDA ME;17.884.676/0001-98;Vigente;7898
000021/2020;003707/2019;24/01/2020;AQUISICAO DE MOBILIARIO, EQUIPAMENTOS ELETRODOMESTICOS E DE INFORMATICA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;Lorena Saleh Pereira Me;26.996.695/0001-05;TERMINO DE PRAZO;284800
000020/2020;003178/2019;24/01/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS EM GERAL E DE MANUTENCAO E CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;Vigente;10470
000019/2020;006268/2019;23/01/2020;O presente instrumento tem por objeto ratear as despesas do CONSORCIO entre os Entes CONSORCIADOS nos termos do art. 8º da Lei n.º 11.107/05, e, com base na Resolucao Orcamentaria aprovada pela Assembleia Geral, tendo por fim o efetivo funcionamento da se;consorcio publico da regiao do polo sul;02.722.566/0001-52;Vigente;39243,91
000018/2020;006268/2019;23/01/2020;Prestacao de servicos publicos de consultas, exames, procedimentos e consultas especializadas e de apoio para diagnostico, constante da Tabela de Valores e Procedimentos de Saude - TVSPS do Consorcio Publico da Regiao Polo Sul - CIM Polo Sul.;consorcio publico da regiao do polo sul;02.722.566/0001-52;Rescisao;210756,39
000017/2020;006258/2019;23/01/2020;Contratacao de empresa para gestao associada de servicos publicos, por meio da prestacao de servicos na area de saude pelo contratado  e ao contratante, de acordo com a Carteira de Servicos pactuada  na Comissao Intergestores Regional Sul - IR Sul, por me;consorcio publico da regiao do polo sul;02.722.566/0001-52;Rescisao;59562
000016/2020;003178/2019;23/01/2020;CONTRATACOES DE EMPRESAS ESPECIALIZADAS PARA A PRESTACAO DE SERVICOS EM GERAL E DE MANUTENCAO E CONSERVACAO DA FROTA DE VEICULOS PERTENCENTES A ESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;Vigente;57236
000015/2020;000233/2020;22/01/2020;E objeto desta contratacao a AQUISICAO DE PO DE CAFE DE AGRICULTORES FAMILIARES CADASTRADOS NO PRONAF PARA ATENDIMENTO DAS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, PARA O EXERCICIO DE 2020, de acordo com a Chamada Publica n.º 000002/2019;MARIA ENIZETE DO NASCIMENTO SOUZA;***.275.807-**;Vigente;17409,6
000014/2020;000234/2020;22/01/2020;AQUISICAO DE PO DE CAFE DE AGRICULTORES FAMILIARES CADASTRADOS NO PRONAF PARA ATENDIMENTO DAS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, PARA O EXERCICIO DE 2020, de acordo com a Chamada Publica n.º 000002/2019;Estevao Mauri;***.099.797-**;Vigente;4352,4
000013/2020;004608/2019;17/01/2020;CONTRATACAO DE EMPRESA PARA FORNECIMENTO ESTIMADO DE COMBUSTIVEL OBJETIVANDO ABASTECIMENTO DOS VEICULOS PERTENCENTES A ESTA MUNICIPALIDADE;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;Vigente;104270
000012/2020;004608/2019;17/01/2020;CONTRATACAO DE EMPRESA PARA FORNECIMENTO ESTIMADO DE COMBUSTIVEL OBJETIVANDO ABASTECIMENTO DOS VEICULOS PERTENCENTES A ESTA MUNICIPALIDADE;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;Vigente;415147,1
000011/2020;003304/2019;17/01/2020;Aquisicao de materiais, incluindo instalacao dos mesmos, sendo camaras de purificacao, pressurizador e micro ventilador, para substituicao nos bebedores e purificadores de agua das escolas de educacao infantil e fundamental, bem como da Secretaria de Educ;ACQUAFILTER  COMERCIAL LTDA ME;39.310.297/0001-27;TERMINO DE PRAZO;8175
000010/2020;005752/2019;17/01/2020;Contratacao de empresa para realizacao de servicos de vistoria mecanica destinados ao transporte escolar para o exercicio de 2020.;Vitran Engenharia Lta ME;05.465.979/0002-78;Vigente;5698
000009/2020;005314/2018;15/01/2020;AQUISICAO DE MATERIAIS PARA MONTAGEM DE KITS NATALIDADE PARA DISTRIBUICAO AS GESTANTES ATENDIDAS NO CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS DESTA MUNICIPALIDADE;Top One Thousand Comercio Eireli EPP;24.207.900/0001-72;TERMINO DE PRAZO;2120,65
000008/2020;005314/2018;15/01/2020;AQUISICAO DE MATERIAIS PARA MONTAGEM DE KITS NATALIDADE PARA DISTRIBUICAO AS GESTANTES ATENDIDAS NO CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS DESTA MUNICIPALIDADE;RFL Comercial Ltda;01.260.374/0001-09;TERMINO DE PRAZO;3657,85
000007/2020;005314/2018;15/01/2020;AQUISICAO DE MATERIAIS PARA MONTAGEM DE KITS NATALIDADE PARA DISTRIBUICAO AS GESTANTES ATENDIDAS NO CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS DESTA MUNICIPALIDADE;Alpha Comercial de Diversos  Eireli ME;19.207.250/0001-25;TERMINO DE PRAZO;3796,1
000006/2020;005314/2018;15/01/2020;AQUISICAO DE MATERIAIS PARA MONTAGEM DE KITS NATALIDADE PARA DISTRIBUICAO AS GESTANTES ATENDIDAS NO CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS DESTA MUNICIPALIDADE;Licitando Comercio e Servicos Ltda Me;10.610.928/0001-41;TERMINO DE PRAZO;2805,25
000005/2020;000018/2020;14/01/2020;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELOS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO.;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;Vigente;12000
000004/2020;000030/2020;09/01/2020;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELOS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO, conforme especificacoes contidas no Edital de Pregao Presencial nº000033/2019;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;Vigente;210500
000003/2020;005559/2019;08/01/2020;Contratacao de empresa para ministrar curso de treinamento de Seguranca no Trabalho para os servidores que desempenham atividades na coleta de residuos solidos (lixo), com duracao de no minimo 06 seis horas, conforme 4ª clausula do Termo de Ajuste de Cond;Seg Man Medicina e Seguranca Ocupacional Ltda;03.677.450/0001-01;TERMINO DE PRAZO;1120
000002/2020;005690/2018;06/01/2020;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELAS SECRETARIAS MUNICIPAIS;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;30652
000001/2020;002226/2019;03/01/2020;CONTRATACAO DE EMPRESA PARA PUBLICACAO DE MATERIAS DESTE MUNICIPIO COM IMPRESSAO EM JORNAL DE CIRCULACAO REGIONAL;Solucao Treinamento Marketing e Pesquisas Ltda Me;14.602.960/0001-36;Vigente;21240
000267/2019;005690/2018;30/12/2019;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELAS SECRETARIAS MUNICIPAIS;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;3087,5
000266/2019;006018/2019;27/12/2019;Locacao de imovel localizado na rua Jarceu Braganca, s-n°, centro, Jeronimo Monteiro, CEP: 29.550-000, para atendimento a demanda e acomodacao do estoque de medicamentos e dispensacao dos mesmos pela farmacia basica desta municipalidade, tendo inicio no;CARLA ROBERTA DOS REIS BAIAO;***.978.367-**;Vigente;19200
