NúmeroDispensa;ModalidadeDispensa;ProcessoDispensa;AberturaDispensa;ObjetoDispensa;Base LegalDispensa;SituaçãoDispensa;ValorDispensa
000015/2018;Inexigibilidade;000482/2018;01/02/2018;Participacao do Servidores Christian Matheus Andrade e Cleidiane da Silva Pires, para participar do treinamento Prestacoes de contas mensais e anuais a eniviar ao TCCES em 2018, que sera realizado pela empresa FEST - Fundacao Espirito Santense de Tecnologia, na cidade de Vitoria-ES, nos dias 06 e 07 de fevereiro de 2018. Informo que o referido curso e imprescindivel para o bom andamento das prestacoes de informacoes juntos aos orgaos de controle.;Inixigibilidadae, Artigo 25, Inciso II;Concluida;2500
000013/2018;Dispensa;005457/2017;21/01/2018;Aquisicao de assentos e encosto diretor para substituicao das longarinas dispostas no auditorio da Secretaria Municipal de Educacao, tendo em vista que o mesmo e utilizado para palestras e formacao de toda rede municipal de ensino. Os materiais deverao ser entregues no Almoxarifado desta Prefeitura em horario comercial em ate 5 (cinco) dias, sendo o servico de reposicao realizado no Auditorio sa Secretaria Municipal de Educacao, tambem em horario comercial. Os fiscais para acompanhar a entrega do objeto serao: Pedro Martins Bucker - matricula : 0887 e Marineis Machado Jordane Rios - matricula : 0888.;Dispensa, Artigo 24, Inciso II;Concluida;7711,2
000012/2018;Dispensa;000079/2018;29/01/2018;Solicito contratacao de empresa para Prestacao de Servicos de Anotacao de Responsabilidade Tecnica (ART) para realizacai de ligacao provisoria de forma a propiciar a realizacao dos festejos de carnaval que acontecera nos dias 10, 11, 12 e 13 de fevereiro de 2018.;Dispensa, Artigo 24, Inciso II;Concluida;680
000010/2018;Dispensa;005466/2017;21/01/2018;Aquisicao de servico estimado para confeccao de placa, para inauguracao de obra para atender a demanda da Secretaria Municipal de Desenvolvimento Urbano, Obras Publicas e Transportes deste Municipio.;Dispensa, Artigo 24, Inciso II;Concluida;900
000009/2018;Dispensa;000038/2018;18/01/2018;Contratacao de empresa para confeccao de torres de TV em tubo galvanizado para substituicao de equipamentos de retransmissao do sinal de TV para a cidade de Jeronimo Monteiro.;Dispensa, Artigo 24, Inciso II;Concluida;7849,98
000008/2018;Dispensa;000297/2018;18/01/2018;Aquisicao de bombas de graxas para manutencao de maquinas e veiculos para atender as demandas de servicos da Secretaria Municipal de Desenvolvimento Rural Sustentavel deste Municipio;artigo 24, inciso II;Concluida;2580
000004/2018;Dispensa;000188/2018;10/01/2018;Passagem aerea para o Prefeito Municipal Sergio Farias Fonseca com destino a Brasilia-DF no dia 06-03-2018 para encontro com Deputado Federal Lelo Coimbra e outros e com  a Senadora Rose de Freitas e outros, ojetivando captar recursos e convenios visando o desenvolvimento e infraestrutura para o Municipio de Jeronimo Monteiro.;Dispensa, Artigo 24, Inciso II;Concluida;489,32
000004/2018;Inexigibilidade;000065/2018;04/01/2018;"Contratacao de empresa para abertura do ano letivo de 2018, visando preparar os profissionais da educacao atraves de uma formacao pedagogica inicial, onde a tematica sera ""Pela Paixao de Educar e o Desafio de Inovar"", palestra essa ministrada por Patricia Lopes da Fonte.";Inixigibilidadae, Artigo 25, Inciso II;Concluida;5200
000003/2018;Inexigibilidade;000350/2018;28/01/2018;Participacao da Controladora Geral do Municipio para participacao de treinamento Inovacoes na PCA-IN 43/2017, curso pratico sobre relatorios de Controle Interno e enviar ao TCEES na PCA de 2017, realizado pela Fundacao Espirito Santense de Tecnologia - FEST, na Cidade de Vitoria-ES, nos dias 30 e 31-01-2018.  Tambem podera ser utilizada a ficha 32-1604.;Inixigibilidadae, Artigo 25, Inciso II;Concluida;1410
000002/2018;Dispensa;006113/2017;01/01/2018;Aquisicao de combustivel para abastecimento dos veiculos pertencentes ao Fundo Municipal de Saude no mes de janeiro de 2018, tendo em vista que o contrato emergencial venceu no dia 31-12-2017.;Dispensa, Artigo 24, Inciso IV;Concluida;56360
000002/2018;Inexigibilidade;000398/2018;24/01/2018;CONTRATACAO DOS SERVICOS ESPECIALIZADOS ATRAVES DA LICENCA DE USO DE SISTEMA AUDATEX (SOFTWARE DE ORCAMENTACAO ELETRONICA) PARA VALIDAR, ACOMPANHAR E FISCALIZAR OS ORCAMENTOS PROVENIENTES DOS PROCESSOS DE CONCERTOS, REPAROS E AQUISICAO DE PECAS DA FROTA DA FROTA MUNICIPAL, CONFORME JUSTIFICATIVA ANEXA.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;10389,6
000001/2018;Dispensa;005782/2017;15/01/2018;Contratacao de empresa para prestacao de servico de revisao de 10.000 km com troca de pecas no veiculo Renault Sandero, ano 2017, placa PPL-4127, pertencente ao Fundo Muncipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1119,65
000001/2018;Inexigibilidade;000121/2018;24/01/2018;Contratacao de empresa especializada em fornecimento de passagens intermunicipais de acordo com a Lei Municipal 1.488/13, art.8º para atendimento as familias de adolescentes que estao cumprindo medidas socioeducativas privativa de liberdade, que estao em acompanhamento familiar no CREAS e apresentam vulnerabilidade economica, para atendimento no decorrer do ano de 2018.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;2266
111116/2017;Dispensa;003024/2017;23/08/2017;Contratacao de empresa especializada via dispensa de licitacao, para prestacao de servico de divulgacao em carro de som.;Dispensa, Artigo 24, Inciso II;Concluida;1657,5
110071/2017;Dispensa;002875/2017;09/08/2017;Solicito a manutencao em aparelhos de freezer pertencentes a  Escola Municipal de Ensino Fundamental e Nicolau Borges e o CMEI Diva Saviato Duarte. Vale ressaltar que o servico de manutencao nesses equipamentos e de extrema importancia, tendo em vista que os mesmos mantem conservados os generos alimenticios pereciveis como carnes em geral, utilizados na preparacao da merenda escolar para os alunos. Portanto, este servico e indispensavel. Vale ressaltar que os referidos orcamentos foram realizados pela secretaria solicitante.;artigo 24, inciso II;Concluida;790
101116/2017;Dispensa;003866/2017;28/08/2017;Locacao de separador de publico (grades) para serem utilizados durante as festividades da XXIV Expoagro de Jeronimo Monteiro - ES. A referida contratacao se faz necessaria par melhor organizacao do espaco do evento, tendo em vista que sao esperadas milhares de pessoas durante as festividades.;Dispensa, Artigo 24, Inciso II;Concluida;4000
101031/2017;Dispensa;005567/2017;27/12/2017;Contratacao do Sr. Amaro Bittencourt para locacao de imovel por um periodo de 10 meses, na localidade de Andorinha, para disposicao final de residuos de construcao civil, tendo inicio no dia 01 de janeiro de 2018 a 31 de outubro de 2018.;Dispensa, Artigo 24, Inciso X;Concluida;19845,6
101005/2017;Dispensa;005826/2017;27/12/2017;Contratacao da empresa Posto Resende de Bom Jesus Ltda para a locacao de imovel por um periodo de 12 meses, para atendimento a demanada e acomodacao da agencia do Nosso Credito   Banestes S/A, tendo inicio no dia 01 de janeiro de 2018 e termino em 31 de dezembro de 2018.;Dispensa, Artigo 24, Inciso X;Concluida;7112,16
101002/2017;Dispensa;005135/2017;26/12/2017;Contratacao da empresa Loja Maconica Deoclesio Ramos para locacao de um imovel por um periodo de 12 meses, para atendimento do Setor de Almoxarifado do Fundo Municipal de Saude desta municipalidade, visto que a mesma nao possui sede propria, tendo inicio no dia 01 de janeiro de 2018 a 31 de dezembro de 2018.;Dispensa, Artigo 24, Inciso X;Concluida;8976
101001/2017;Dispensa;005284/2017;26/12/2017;Contratacao da Sra. Maria da Penha Fonseca Sotta, para locacao de um imovel por um periodo de 12 meses, localizado na Rua Searom Moraes, 68, Centro, Jeronimo Monteiro-ES, onde atualmente encontra-se desenvolvendo as atividades do posto da Policia Militar, tendo inicio no dia 01 de janeiro de 2018 a 31 de Dezembro de 2018.;Dispensa, Artigo 24, Inciso X;Concluida;19920
101000/2017;Dispensa;005455/2017;26/12/2017;Contratacao do Sr. Josmar Feliciano Tatagiba para locacao de um imovel por um periodo de 12 meses, onde e a sede da Secretaria Municipal de Assistencia Social, tendo inicio no dia 01 de janeiro de 2018 a 31 de dezembro de 2018.;Dispensa, Artigo 24, Inciso X;Concluida;11124
100874/2017;Dispensa;005321/2017;19/11/2017;"Aquisicao de agua mineral para atender a Solicitacao feita pela comunidade Quilombola Sitio dos Crioulos, pertencente ao Municipio de Jeronimo Monteiro, tendo em vista que acontecera na referida comunidade, no dia 26-11-2017 o lancamento do livro  ""Saberes e Fazeres Sitio dos Crioulos"".";Dispensa, Artigo 24, Inciso II;Concluida;180
100863/2017;Dispensa;005079/2017;13/11/2017;Participacao da Contadora Cleidiane da Silva Pires e da Controladora Geral do Municipio Dayani Bittencourt em treinamento em Elaboracao e Analise  das Demonstracoes Contabeis na Area Publica, que sera realizado pela empresa FEST - Fundacao Espirito Santanse de Tecnologia, na cidade de Vitoria-ES nos dias 20, 21 e 22-11.;Dispensa, Artigo 24, Inciso II;Concluida;3420
100850/2017;Dispensa;005785/2017;21/12/2017;Contratacao de empresa para prestacao de servico de revisao com troca de pecas no veiculo Toyota Corolla XEI, ano 2017, pertencente ao Gabinete do Prefeito.;Dispensa, Artigo 24, Inciso XVII;Concluida;1147,05
100820/2017;Dispensa;005617/2017;14/12/2017;Aquisicao emergencial de combustivel para abastecimento dos veiculos pertencentes ao Fundo Municipal de Saude. O referido pedido se faz necessario para que o atendimento a populacao do Municipio nao seja comprometida, tendo em vista que o saldo restante da licitacao atual nao sera suficiente para findar o exercicio de 2017.;Dispensa, Artigo 24, Inciso IV;Concluida;41390
100819/2017;Dispensa;005453/2017;12/12/2017;Locacao de imoveis para acomodacao do CREAS e Casa de Passagem deste Municipio. O periodo das locacoes serao de 01-01-2018 a 31-12-2018.;Dispensa, Artigo 24, Inciso X;Concluida;24000
100816/2017;Dispensa;005399/2017;12/12/2017;Locacao de imovel para acomodacao da Biblioteca Municipal Maria Neila Geaquinto  considerando que o imovel contem toda a infraestrutura necessaria para o seu funcionemento alem de estar localizado no centro da cidade, o que favorece o acesso aos usuarios diariamente. O periodo de locacao e de 01-01-2018 a 31-12-2018.;Dispensa, Artigo 24, Inciso X;Concluida;11325,96
100815/2017;Dispensa;005454/2017;12/12/2017;Locacao de imovel para acomodacao do Conselho Tutelar deste Municipio. O periodo da locacao sera de 01-01-2018 a 31-12-2018.;Dispensa, Artigo 24, Inciso X;Concluida;9480
100814/2017;Dispensa;005422/2017;12/12/2017;Locacao de imovel para acomodacao do Setor de Arquivo Morto Municipal, considerando que esta Municipalidade nao possui local que atenda a demanda devido ao grande numero de arquivos. O periodo de locacao sera de 01-01-2018 a 31-12-2018.;Dispensa, Artigo 24, Inciso X;Concluida;10800
100801/2017;Dispensa;005557/2017;17/12/2017;Contratacao da Associacao de Catadores de Materiais Reciclaveis de Jeronimo Monteiro (RECICLAGEM-JEM), para prestacao de servico de coleta, triagem e destinacao final adequada dos residuos solidos da coleta seletiva do tipo domiciliar do Municipio de Jeronimo Monteiro (referente a 5 servicos).;Dispensa, artigo 24, Inciso XXVII;Concluida;33732
100800/2017;Dispensa;005243/2017;27/11/2017;Solicito a prestacao de servico de revisao programada  de 120.000 Km com troca de pecas, no veiculo Gran Siena Essence 1.6, placa OVK-6895, pertencente a Secretaria Municipal de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;5245,16
100794/2017;Dispensa;005256/2017;19/11/2017;Contratacao de empresa para criacao, editoracao, tratamento de imagens e confeccao do informativo Municipal do exercicio de 2017.  Os atos praticados pela administracao publica devem ser divulgados oficialmente para conhecimento e controle da populacao.;Dispensa, Artigo 24, Inciso II;Concluida;6500
100787/2017;Dispensa;003766/2017;31/10/2017;Contratacao de empresa especializada para hospedagem e orientacao virtual do software de gerenciamento de bibliotecas  para controle do acervo da Biblioteca Municipal Maria Geaquinto.;Dispensa, Artigo 24, Inciso II;Concluida;190
100785/2017;Dispensa;004643/2017;19/11/2017;Aquisicao de materiais de cama, mesa e banho em geral para atender as necessidades da casa de passagem deste Municipio.;Dispensa, Artigo 24, Inciso II;Concluida;2524,38
100784/2017;Dispensa;004942/2017;08/11/2017;revisao programada de 10.000 km, em 02 veiculos pertencentes a Secretaria Municipal de Saude, Chevrolet Spin placa PPL-4128 e Chevrolet Spin placa PPL-4129.;Dispensa, Artigo 24, Inciso XVII;Concluida;780
100767/2017;Dispensa;005670/2017;12/12/2017;Contratacao de empresa para realizacao de vistoria mecanica nos veiculos destinados ao transporte escolar deste Municipio, para o exercicio de 2018, em conformidade com o artigo 136 da Lei n° 9.503/97 e a Instrucao de Servico emitida pelo DETRAN-ES N°93 de 23 de junho de 2016.;Dispensa, Artigo 24, Inciso II;Concluida;3900
100752/2017;Dispensa;005352/2017;20/12/2017;Contratacao de Empresa especializada para prestacao de servico de dedetizacao nas Escolas Municipais, Almoxarifado , Deposito de Alimentos. Visando o combate de insetos  no ambiente e a contaminacao dos alimentos armazenados.;artigo 24, inciso II;Concluida;780
100747/2017;Dispensa;004308/2017;22/10/2017;Contratacao de empresa para confeccao de grades de seguranca em portas e janelas na obra da Unidade Basica de Saude localizada no bairro Santo Antonio e que esta em vias de ser concluida.;Dispensa, Artigo 24, Inciso II;Concluida;6115
100726/2017;Dispensa;003827/2017;02/10/2017;Aquisicao de materiais em geral para serem utilizados pelos funcionarios desta secretaria para realizacao das atividades de limpeza e conservacao de nosso municipio, tendo em vista que estes materiais estavam em falta e comprometendo o servico.;Dispensa, Artigo 24, Inciso II;Concluida;7092,85
100676/2017;Dispensa;003872/2017;05/09/2017;Participacao em curso de capacitacao sobre as parcerias entre a administracao publica e as organizacoes da sociedade civil (lei 13.019-2014) do Secretario Municipal de Assistencia Social Edinilson de Aguiar Fontes e do Procurador Municipal Dr. Mario Sergio de Araujo, que sera ministrado pela Fundacao Espirito-Santense de Tecnologia - FESTque aconrtecera entre os dias 20 a 22 de setembro na cidade de Vitoria - ES.;Dispensa, Artigo 24, Inciso II;Concluida;3420
100664/2017;Dispensa;004127/2017;09/10/2017;Aquisicao de herbicida glifosato para limpeza das margens de estradas vicinais, principalmente para o periodo chuvoso que se aproxima, pois e o periodo propicio do crescimento do mato. Vale ressaltar que o mato alto nas margens das estradas,  prejudica a visao dos motoristas e o trafego de pedestres e ciclistas, podendo tambem ocasionar acidentes.;Dispensa, Artigo 24, Inciso II;Concluida;1150
100657/2017;Dispensa;004616/2017;03/10/2017;Solicito a prestacao de servico de revisao programada  de 125.000 Km com troca de pecas, no veiculo Fiat/Palio Attractive 1.0, placa OVK-6897, pertencente a Secretaria Municipal de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;290,5
100656/2017;Dispensa;004280/2017;28/09/2017;Aquisicao de atadura elastica para atendimento a paciente submetida a amputacao de membro inferior em funcao de atropelamento envolvendo veiculo oficial desta Prefeitura e considerando tambem o ambito da Secretaria de Educacao decisao judicial para que a paciente seja atendida em todas as demandas que surgirem em funcao do acidente ao qual foi vitima.;Dispensa, Artigo 24, Inciso II;Concluida;217
100655/2017;Dispensa;004165/2017;26/09/2017;Contratacao de empresa para emissao de certificado digital para atender as necessidades dos Procuradores Municipais, tendo em vista que a partir do dia 20 de Setembro, sera implantado nesta comarca o peticionamento eletronico, sendo indispensavel o uso dos certificados.;Dispensa, Artigo 24, Inciso II;Concluida;636
100648/2017;Inexigibilidade;004388/2017;25/09/2017;Pagamento referente a participacao em congresso de gestores e diretores escolares da rede publica e privada, que ira acontecer no periodo de 28 a 30 de setembro, no Municipio de Guarapari - ES, onde esta incluso hospedagem e alimentacao para as diretoras das 05 Escolas Municipais do Municipio de Jeronimo Monteiro - ES.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;1990
100636/2017;Dispensa;004319/2017;19/09/2017;Contratacao de empresa especializada para emissao de passagens aereas em nome do Prefeito Municipal Sergio Farias Fonseca, com destino a Brasila - DF no dia 26-09 para cumprimento de reunioes nos Ministerios Federais com o objetivo de estar captando recursos para o Municipio de Jeronimo Monteiro, Tendo em vista a delicada situacao financeira que se encontra nosso pais, onde a busca por novos recursos impulcionam o desenvolvimento de todo Municipio.;Dispensa, Artigo 24, Inciso II;Concluida;1144,7
100625/2017;Dispensa;004615/2017;03/10/2017;Solicito a prestacao de servico de revisao programada de 115.000 Km com troca de pecas, no veiculo Gran Siena Essence 1.6, placa OVK-6895, pertencente a Secretaria Municipal de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;1147,98
100617/2017;Inexigibilidade;003922/2017;04/09/2017;Contratacao de show regional com a cantora Laysa Aleixo para ser realizado no dia 08 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lugon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;5500
100616/2017;Inexigibilidade;003920/2017;01/09/2017;Contratacao de show regional da banda Projeto Feijoada - Acustico para ser realizado no dia 09 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lugon Moulin.    FISCAL DE CONTRATO: Gean Candido Raimundo  (2267)  FISCAL SUPLENTE: Lucas Mire Mofati (1912);Inixigibilidadae, Artigo 25, Inciso III;Concluida;6000
100598/2017;Inexigibilidade;003958/2017;04/09/2017;Contratacao de show regional com a banda Comitiva Vip para ser realizado no dia 07 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lugon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;4500
100589/2017;Inexigibilidade;003782/2017;01/09/2017;Contratacao de show nacional a cantora Paula Fernades para ser realizado no dia 08 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;140000
100564/2017;Dispensa;003487/2017;20/09/2017;Prestacao de servico de revisao de 110.000 km com troca de pecas do veiculo Fiat Grand Siena Essence 1.6, Placa OVK-6895, pertencente a Secretaria Municipal de Assistencia Social, tendo em vista que o mesmo se encontra dentro do periodo de garantia.;Dispensa, Artigo 24, Inciso XVII;Concluida;1602,83
100556/2017;Inexigibilidade;003781/2017;01/09/2017;Contratacao de show nacional o  grupo Sambo para ser realizado no dia 09 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lougon Moulin.    FISCAL DE CONTRATO: Gean Candido Raimundo  (2267)  FISCAL SUPLENTE: Lucas Mire Mofati (1912);Inixigibilidadae, Artigo 25, Inciso III;Concluida;60000
100555/2017;Inexigibilidade;003923/2017;01/09/2017;Contratacao de show regional com o cantor Paulo Fontoura para ser realizado no dia 10 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lugon Moulin.    FISCAL DE CONTRATO: Gean Candido Raimundo  (2267)  FISCAL SUPLENTE: Lucas Mire Mofati (1912);Inixigibilidadae, Artigo 25, Inciso III;Concluida;5000
100555/2017;Dispensa;003488/2017;20/09/2017;Solicito a revisao programada  de 120.000 km com troca de pecas do veiculo Fiat Palio Attractive1.0 pertencente a Secretaria de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;2515,13
100548/2017;Dispensa;002809/2017;31/07/2017;Revisao programada de 40.000 km de veiculo Renault Master Minibus 2.3 AVC Ambulancia, placa PPL-4098 pertencente a secretaria municipal de saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;2219,7
100544/2017;Dispensa;003953/2017;19/09/2017;Solicito a revisao de 250 horas de maquina motoniveladora RG140 pertencente a esta secretaria. Vale resaltar que a referida maquina foi adquirida recentemente, de acordo com a nota fiscal em anexo, portanto, se encontra dentro do periodo de garantia.;Dispensa, Artigo 24, Inciso XVII;Concluida;3831,23
100528/2017;Inexigibilidade;002729/2017;19/07/2017;Contratacao de shows musicais para apresentacao na VIII Festa da Amizade, promovida pelas escolas do municipio, que acontecera nos dias 28 e 29 de julho no parque de exposicoes de Jeronimo Mointeiro. Show com Carlos Magalaes no valor de R$7.500,00 e Wemerson Araujo no valor de R$4.700,00.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;9400
100516/2017;Dispensa;002530/2017;28/06/2017;Revisao do veiculo VW/NEOBUS MINI ESC, placa PPL 4090, ano 2016, tendo em vista que o veiculo se encontra no periodo de garantia .;Dispensa, Artigo 24, Inciso XVII;Concluida;1671,87
100497/2017;Inexigibilidade;002813/2017;21/06/2017;Conserto em motoniveladora RG14 pertencente a Secretaria Municipal de Desenvolvimento Rural Sustentavel, de acordo com documentos em anexo.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;3479,8
100457/2017;Dispensa;002484/2017;28/06/2017;Revisao programada de 105.000 km em veiculo Fiat Palio Attractive 1.0, placa OVK6897. RENAVAM: 01036574129 pertencente a Secretaria Municipal de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;564,17
100446/2017;Dispensa;002443/2017;19/06/2017;Solicito a participacao em curso e visita tecnica ao Municipio de Novo Horizonte SP, com dois representantes de Jeronimo Monteiro, Vilmar Lugao de Brito e um tecnico da Secretaria Municipal de Educacao. Omotivo da visita tem o objetivo de conhecer as praticas exitosas do referido municipio, tendo em vista que o mesmo tem praticas exitosas de ensino, que o fazem ser destaque a nivel Nacional  em resultados do IDEB (Indice de Desenvolvimento da Educacao Basica). Jeronimo Monteiro nao tem conseguido atingir as metas projetadas, principalmente nas series finais do ensino fundamental, no entanto, ate o ano de 2021 precisamos atingir o minimo 6,0 pontos.;Dispensa, Artigo 24, Inciso II;Concluida;5500
100439/2017;Dispensa;002326/2017;14/06/2017;Solicitacao de pagamento no valor de R$2.000,00 para participacao do Municipio de Jeronimo Monteiro na ExpoSul Rural 2017, que acontecera entre os dias 21 a 24 de junho de 2017 no parque de Exposicoes Carlos Caiado Barbosa, Cachoeiro de Itapemirim - ES.;Dispensa, Artigo 24, Inciso II;Concluida;2000
100436/2017;Dispensa;001885/2017;15/05/2017;Solicito a prestacao de servico de revisao de 20.000 km no veiculo Renault Nova Master Minibus 2.3 AVC (Ambulancia), placa PPL-4098, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;4096,5
100416/2017;Dispensa;001936/2017;16/05/2017;Solicito a revisao de 105.000 KM do veiculo Fiat Grand Siena Essence 1.6, placa OVK-6895 Pertencente a Secretaria Municipal de Assistencia Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;4219,4
100265/2017;Dispensa;005460/2017;06/12/2017;Contratacao de empresa para prestacao de servico de revisao de 20.000 km  com troca de pecas , nos veiculos Chevrolet Spin de placa PPL-4129 e PPL-4128, ano 2017, pertencentes a Secretaria Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;2980
100226/2017;Dispensa;003626/2017;24/08/2017;Locacao de tendas para serem utilizadas na XXIV Expoagro de Jeronimo Monteiro - ES, a ser realizada no periodo de 07 a 10 de setembro no parque de exposicoes Lourival Lugon Moulin.;Dispensa, Artigo 24, Inciso II;Concluida;3540
100222/2017;Dispensa;004275/2017;25/09/2017;Participacao de 04 servidores da Secretaria Municipal de Educacao em seminario Estadual organizado pela UNDIME - Uniao Nacional dos Dirigentes Municipais de Educacao, Seccional Espirito Santo, com tema O Dirigente de Educacao  Frente a Gestao Pedagogica e Financeira da Rede Municipal de Ensino, que sera realizado no dia 26-09-2017, em Vitoria - ES.;Dispensa, Artigo 24, Inciso II;Concluida;600
100216/2017;Dispensa;003377/2017;22/08/2017;Aquisicao de nobreak senoidal para funcionalidade de  equipamentos objetivando a instalacao do canal 9 na torre retransmissora de TV do bairro Santa Clara deste municipio.;Dispensa, Artigo 24, Inciso II;Concluida;795
100196/2017;Dispensa;002762/2017;09/06/2017;Aquisicao de canecas persolalizadas para o evento de acao comunitaria Dia dos Avos, que sera realizado pelo CRAS deste Municipio, visando fortalecer a funcao protetiva das familias em vulnerabilidade e risco social.;artigo 24, inciso II;Concluida;580
100195/2017;Dispensa;002753/2017;09/06/2017;Contratacao de empresa especializada para prestacao de servico de manutencao em impressoras desta Secretaria.;artigo 24, inciso II;Concluida;1270
100171/2017;Dispensa;002776/2017;13/07/2017;Contratacao de empresa  ou proficional especializado para prestacao de servico de locucao em festejos, conforme Disposto pelo Secretario da Pasta as folhas 01 e 04 deste processo.     Fiscais do Contrato  Titular: Paulo Goncalves de Carvalho Filho, Nº Fun. 2751  Suplente: Luana Catein da Silva, Nº Fun. 2760;artigo 24, inciso II;Concluida;7500
100167/2017;Dispensa;004311/2017;18/09/2017;Contratacao de empresa especializada para prestacao de servico de manutencao corretiva do registrador eletronico de ponto do Centro Municipal de Fisioterapia do Fundo Municipal de Saude deste Municipio.;Dispensa, Artigo 24, Inciso II;Concluida;290
100150/2017;Dispensa;005465/2017;10/12/2017;Contratacao de empresa para aquisicao de 13 (treze) bombas de drenagem de agua do ar split 220v  mais 01 rolo de mangueira para dreno, em que seu principal objetivo e remover a agua condensada em locais que nao possuam um dreno proximo da instalacao.  Informo que estes equipamentos sao de suma importancia para as instalacoes dos ares condicionado da Unidade Basica de Saude do Bairro Santa Clara, umas vez que sem estes equipamentos nao sera possivel ser feitas estas instacoes.;Dispensa, Artigo 24, Inciso II;Concluida;2793,47
100137/2017;Dispensa;003488/2017;11/09/2017;Solicito a revisao programada  de 120.000 km com troca de pecas do veiculo Fiat Palio Attractive1.0 pertencente a Secretaria de Acao Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;2799,22
100136/2017;Dispensa;003812/2017;16/08/2017;Contratacao de empresa para fornecimento de marmitex;Dispensa, Artigo 24, Inciso II;Concluida;456
100131/2017;Dispensa;004515/2017;05/10/2017;Aquisicao de grama santo agostinho e separadores de canteiro, para serem utilizados para recomposicao paisagistica dos canteiros centrais e da praca em frente a agencia do Banestes, no centro da cidade.;Dispensa, Artigo 24, Inciso II;Concluida;1600
100130/2017;Dispensa;004288/2017;19/09/2017;"Contratacao de empresa especializada para customizacao e configuracao do sistema informatizado de Carteira de Trabalho e Previdencia Social Web-CTPS WEB; Considerando a necessidade de adequacoes-regularizacoes no sistema de emissao de carteira de trabalho, visto a apresentacoes de erros diversos em suas configuracoes. Considerando urgencia que requer o caso, apresenta cotacoes de preco a Secretaria solicitante.";Dispensa, Artigo 24, Inciso II;Concluida;650
100128/2017;Dispensa;004610/2017;09/10/2017;contratacao de empresa para prestacao de servico de manutencao e troca de pecas na copiadora Gestetner DSM 715, serie  L6766600321. Ressaltamos que esta e a unica maquina copiadora que atende toda a demanda da Secretaria de Municipal de Saude. Assim a urgencia no reparo e essencial a fim de nao haver interrupcao dos servicos essenciais.;Dispensa, Artigo 24, Inciso II;Concluida;2391
100127/2017;Dispensa;000186/2017;26/09/2017;Aquisicao de uma maquina reprografiadora (scanner) para melhorias na Infra-estrutura da Procuradoria Geral do Municipio, considerando as novas atividades implantadas para atendimento as solicitacoes legais.;Dispensa, Artigo 24, Inciso II;Concluida;3200
100125/2017;Dispensa;004273/2017;22/09/2017;Contratacao de empresa especializada para prestacao de servico de guincho, para transporte do veiculo micro-onibus placa ODN-8616 que atende o transporte escolar da oficina Drosdsky Industria e Comercio de Pecas Ltda em Vila Velha-ES a Jeronimo Monteiro (patio da Prefeitura Municipal de Jeronimo Monteiro-ES).  Considerando e o mesmo apresentou problemas na bomba dagua, que foi trocada na revisao.;Dispensa, Artigo 24, Inciso II;Concluida;1200
100124/2017;Dispensa;004446/2017;22/09/2017;Aquisicao de peca para reposicao, sendo, unidade de fusor completo para a impressora HP M521 DN, para atender ao Setor de Licitacao desta Prefeitura, tendo em vista que o mencionado equipamento e unico no Setor.;Dispensa, Artigo 24, Inciso II;Concluida;1950
